StoreNumber,ActivityDate,ActivityTime,TrafficIn,TrafficOut,TrafficGroupIn,TrafficGroupOut
10486,07/06/2021,12:00:00,0,0,0,0
10486,07/06/2021,12:15:00,1,2,1,2
10486,07/06/2021,12:30:00,0,1,0,1
10486,07/06/2021,12:45:00,3,0,2,0
10486,07/06/2021,13:00:00,1,3,1,2
10486,07/06/2021,13:15:00,2,0,1,0
10486,07/06/2021,13:30:00,5,2,3,1
10486,07/06/2021,13:45:00,0,5,0,3
10486,07/06/2021,14:00:00,2,1,1,1
10486,07/06/2021,14:15:00,2,0,1,0
10486,07/06/2021,14:30:00,0,2,0,1
10486,07/06/2021,14:45:00,0,2,0,1
10486,07/06/2021,15:00:00,1,0,1,0
10486,07/06/2021,15:15:00,1,1,1,1
10486,07/06/2021,15:30:00,0,1,0,1
10486,07/06/2021,15:45:00,2,1,2,1
10486,07/06/2021,16:00:00,0,0,0,0
10486,07/06/2021,16:15:00,0,0,0,0
10486,07/06/2021,16:30:00,0,0,0,0
10486,07/06/2021,16:45:00,3,1,2,1
10486,07/06/2021,17:00:00,1,1,1,1
10486,07/06/2021,17:15:00,1,0,1,0
10486,07/06/2021,17:30:00,0,1,0,1
10486,07/06/2021,17:45:00,1,0,1,0
10486,07/06/2021,18:00:00,0,1,0,1
10486,07/06/2021,18:15:00,0,2,0,1
10486,07/06/2021,18:30:00,0,0,0,0
10486,07/06/2021,18:45:00,0,0,0,0
10486,07/06/2021,19:00:00,0,1,0,1
10487,07/06/2021,09:30:00,0,0,0,0
10487,07/06/2021,09:45:00,0,0,0,0
10487,07/06/2021,10:00:00,0,0,0,0
10487,07/06/2021,10:15:00,1,0,1,0
10487,07/06/2021,10:30:00,0,1,0,1
10487,07/06/2021,10:45:00,1,1,1,1
10487,07/06/2021,11:00:00,2,0,1,0
10487,07/06/2021,11:15:00,3,0,3,0
10487,07/06/2021,11:30:00,0,4,0,3
10487,07/06/2021,11:45:00,0,0,0,0
10487,07/06/2021,12:00:00,1,1,1,1
10487,07/06/2021,12:15:00,1,1,1,1
10487,07/06/2021,12:30:00,0,1,0,1
10487,07/06/2021,12:45:00,0,0,0,0
10487,07/06/2021,13:00:00,0,0,0,0
10487,07/06/2021,13:15:00,0,0,0,0
10487,07/06/2021,13:30:00,0,0,0,0
10487,07/06/2021,13:45:00,1,0,1,0
10487,07/06/2021,14:00:00,0,0,0,0
10487,07/06/2021,14:15:00,2,2,1,1
10487,07/06/2021,14:30:00,0,1,0,1
10487,07/06/2021,14:45:00,0,0,0,0
10487,07/06/2021,15:00:00,0,0,0,0
10487,07/06/2021,15:15:00,1,1,1,1
10487,07/06/2021,15:30:00,0,0,0,0
10487,07/06/2021,15:45:00,0,0,0,0
10487,07/06/2021,16:00:00,3,0,2,0
10487,07/06/2021,16:15:00,1,1,1,1
10487,07/06/2021,16:30:00,0,3,0,2
10487,07/06/2021,16:45:00,1,1,1,1
10487,07/06/2021,17:00:00,2,0,1,0
10487,07/06/2021,17:15:00,3,1,2,1
10487,07/06/2021,17:30:00,0,4,0,2
10487,07/06/2021,17:45:00,3,0,2,0
10487,07/06/2021,18:00:00,1,4,1,3
10487,07/06/2021,18:15:00,1,1,1,1
10487,07/06/2021,18:30:00,0,0,0,0
10487,07/06/2021,18:45:00,2,0,2,0
10487,07/06/2021,19:00:00,0,1,0,1
10487,07/06/2021,19:15:00,1,0,1,0
10487,07/06/2021,19:30:00,1,0,1,0
10487,07/06/2021,19:45:00,0,3,0,3
10487,07/06/2021,20:00:00,0,0,0,0
10487,07/06/2021,20:15:00,0,0,0,0
10487,07/06/2021,20:30:00,0,0,0,0
10488,07/06/2021,09:15:00,0,0,0,0
10488,07/06/2021,09:30:00,0,0,0,0
10488,07/06/2021,09:45:00,0,0,0,0
10488,07/06/2021,10:00:00,0,0,0,0
10488,07/06/2021,10:15:00,1,0,1,0
10488,07/06/2021,10:30:00,0,0,0,0
10488,07/06/2021,10:45:00,1,2,1,2
10488,07/06/2021,11:00:00,1,0,1,0
10488,07/06/2021,11:15:00,2,0,1,0
10488,07/06/2021,11:30:00,0,0,0,0
10488,07/06/2021,11:45:00,1,1,1,1
10488,07/06/2021,12:00:00,2,1,1,1
10488,07/06/2021,12:15:00,0,0,0,0
10488,07/06/2021,12:30:00,0,2,0,1
10488,07/06/2021,12:45:00,2,4,1,2
10488,07/06/2021,13:00:00,0,0,0,0
10488,07/06/2021,13:15:00,0,0,0,0
10488,07/06/2021,13:30:00,3,0,2,0
10488,07/06/2021,13:45:00,0,1,0,1
10488,07/06/2021,14:00:00,1,0,1,0
10488,07/06/2021,14:15:00,0,1,0,1
10488,07/06/2021,14:30:00,0,0,0,0
10488,07/06/2021,14:45:00,0,0,0,0
10488,07/06/2021,15:00:00,0,2,0,1
10488,07/06/2021,15:15:00,0,0,0,0
10488,07/06/2021,15:30:00,4,2,3,1
10488,07/06/2021,15:45:00,2,0,2,0
10488,07/06/2021,16:00:00,1,0,1,0
10488,07/06/2021,16:15:00,0,4,0,4
10488,07/06/2021,16:30:00,0,0,0,0
10488,07/06/2021,16:45:00,3,0,2,0
10488,07/06/2021,17:00:00,2,5,2,4
10488,07/06/2021,17:15:00,2,1,1,1
10488,07/06/2021,17:30:00,0,0,0,0
10488,07/06/2021,17:45:00,0,0,0,0
10488,07/06/2021,18:00:00,0,0,0,0
10488,07/06/2021,18:15:00,0,0,0,0
10488,07/06/2021,18:30:00,0,0,0,0
10488,07/06/2021,18:45:00,0,0,0,0
10488,07/06/2021,19:00:00,0,2,0,1
10489,07/06/2021,09:30:00,0,0,0,0
10489,07/06/2021,09:45:00,0,0,0,0
10489,07/06/2021,10:00:00,4,1,4,1
10489,07/06/2021,10:15:00,6,2,5,2
10489,07/06/2021,10:30:00,0,3,0,3
10489,07/06/2021,10:45:00,1,4,1,3
10489,07/06/2021,11:00:00,1,1,1,1
10489,07/06/2021,11:15:00,1,1,1,1
10489,07/06/2021,11:30:00,2,3,2,3
10489,07/06/2021,11:45:00,2,1,2,1
10489,07/06/2021,12:00:00,5,2,5,2
10489,07/06/2021,12:15:00,2,4,1,3
10489,07/06/2021,12:30:00,2,1,2,1
10489,07/06/2021,12:45:00,0,2,0,2
10489,07/06/2021,13:00:00,3,1,2,1
10489,07/06/2021,13:15:00,2,2,2,2
10489,07/06/2021,13:30:00,2,0,1,0
10489,07/06/2021,13:45:00,5,1,4,1
10489,07/06/2021,14:00:00,1,3,1,3
10489,07/06/2021,14:15:00,2,0,1,0
10489,07/06/2021,14:30:00,2,3,2,2
10489,07/06/2021,14:45:00,2,4,2,3
10489,07/06/2021,15:00:00,0,3,0,2
10489,07/06/2021,15:15:00,3,0,3,0
10489,07/06/2021,15:30:00,5,8,4,7
10489,07/06/2021,15:45:00,0,1,0,1
10489,07/06/2021,16:00:00,1,3,1,2
10489,07/06/2021,16:15:00,1,0,1,0
10489,07/06/2021,16:30:00,4,0,2,0
10489,07/06/2021,16:45:00,8,3,5,3
10489,07/06/2021,17:00:00,1,5,1,3
10489,07/06/2021,17:15:00,2,3,2,2
10489,07/06/2021,17:30:00,2,4,2,2
10489,07/06/2021,17:45:00,6,2,4,2
10489,07/06/2021,18:00:00,1,3,1,3
10489,07/06/2021,18:15:00,1,5,1,3
10489,07/06/2021,18:30:00,0,0,0,0
10489,07/06/2021,18:45:00,0,1,0,1
10489,07/06/2021,19:00:00,3,1,3,1
10489,07/06/2021,19:15:00,0,1,0,1
10489,07/06/2021,19:30:00,0,1,0,1
10489,07/06/2021,19:45:00,0,0,0,0
10489,07/06/2021,20:00:00,0,0,0,0
10490,07/06/2021,09:30:00,0,0,0,0
10490,07/06/2021,09:45:00,0,0,0,0
10490,07/06/2021,10:00:00,2,0,2,0
10490,07/06/2021,10:15:00,4,2,3,2
10490,07/06/2021,10:30:00,1,5,1,4
10490,07/06/2021,10:45:00,1,0,1,0
10490,07/06/2021,11:00:00,1,1,1,1
10490,07/06/2021,11:15:00,0,0,0,0
10490,07/06/2021,11:30:00,2,1,1,1
10490,07/06/2021,11:45:00,3,4,3,3
10490,07/06/2021,12:00:00,1,2,1,2
10490,07/06/2021,12:15:00,0,0,0,0
10490,07/06/2021,12:30:00,1,0,1,0
10490,07/06/2021,12:45:00,0,1,0,1
10490,07/06/2021,13:00:00,5,2,4,2
10490,07/06/2021,13:15:00,0,3,0,2
10490,07/06/2021,13:30:00,2,0,1,0
10490,07/06/2021,13:45:00,1,3,1,2
10490,07/06/2021,14:00:00,1,0,1,0
10490,07/06/2021,14:15:00,0,0,0,0
10490,07/06/2021,14:30:00,1,1,1,1
10490,07/06/2021,14:45:00,2,2,1,1
10490,07/06/2021,15:00:00,1,1,1,1
10490,07/06/2021,15:15:00,2,1,1,1
10490,07/06/2021,15:30:00,1,0,1,0
10490,07/06/2021,15:45:00,3,0,1,0
10490,07/06/2021,16:00:00,1,3,1,1
10490,07/06/2021,16:15:00,0,3,0,2
10490,07/06/2021,16:30:00,1,0,1,0
10490,07/06/2021,16:45:00,0,0,0,0
10490,07/06/2021,17:00:00,0,2,0,2
10490,07/06/2021,17:15:00,1,0,1,0
10490,07/06/2021,17:30:00,4,2,2,2
10490,07/06/2021,17:45:00,0,0,0,0
10490,07/06/2021,18:00:00,0,0,0,0
10490,07/06/2021,18:15:00,2,0,1,0
10490,07/06/2021,18:30:00,0,5,0,2
10490,07/06/2021,18:45:00,0,0,0,0
10490,07/06/2021,19:00:00,0,0,0,0
10490,07/06/2021,19:15:00,0,0,0,0
10490,07/06/2021,19:30:00,0,0,0,0
10490,07/06/2021,19:45:00,2,2,1,1
10490,07/06/2021,20:00:00,0,0,0,0
10492,07/06/2021,09:15:00,0,0,0,0
10492,07/06/2021,09:30:00,0,0,0,0
10492,07/06/2021,09:45:00,0,0,0,0
10492,07/06/2021,10:00:00,1,1,1,1
10492,07/06/2021,10:15:00,3,0,2,0
10492,07/06/2021,10:30:00,5,0,2,0
10492,07/06/2021,10:45:00,1,7,1,4
10492,07/06/2021,11:00:00,1,3,1,2
10492,07/06/2021,11:15:00,1,1,1,1
10492,07/06/2021,11:30:00,2,0,1,0
10492,07/06/2021,11:45:00,0,0,0,0
10492,07/06/2021,12:00:00,3,2,2,1
10492,07/06/2021,12:15:00,3,4,3,4
10492,07/06/2021,12:30:00,0,0,0,0
10492,07/06/2021,12:45:00,2,2,1,1
10492,07/06/2021,13:00:00,1,2,1,1
10492,07/06/2021,13:15:00,0,1,0,1
10492,07/06/2021,13:30:00,0,0,0,0
10492,07/06/2021,13:45:00,0,0,0,0
10492,07/06/2021,14:00:00,1,1,1,1
10492,07/06/2021,14:15:00,0,0,0,0
10492,07/06/2021,14:30:00,1,0,1,0
10492,07/06/2021,14:45:00,2,1,1,1
10492,07/06/2021,15:00:00,0,0,0,0
10492,07/06/2021,15:15:00,3,4,2,2
10492,07/06/2021,15:30:00,1,2,1,2
10492,07/06/2021,15:45:00,2,0,2,0
10492,07/06/2021,16:00:00,0,1,0,1
10492,07/06/2021,16:15:00,2,1,2,1
10492,07/06/2021,16:30:00,1,1,1,1
10492,07/06/2021,16:45:00,2,1,1,1
10492,07/06/2021,17:00:00,0,1,0,1
10492,07/06/2021,17:15:00,0,2,0,1
10492,07/06/2021,17:30:00,0,0,0,0
10492,07/06/2021,17:45:00,0,0,0,0
10492,07/06/2021,18:00:00,0,0,0,0
10492,07/06/2021,18:15:00,2,0,1,0
10492,07/06/2021,18:30:00,0,0,0,0
10492,07/06/2021,18:45:00,0,2,0,1
10492,07/06/2021,19:00:00,1,0,1,0
10492,07/06/2021,19:15:00,0,1,0,1
10492,07/06/2021,19:30:00,0,0,0,0
10492,07/06/2021,19:45:00,2,0,1,0
10492,07/06/2021,20:00:00,1,1,1,1
10492,07/06/2021,20:15:00,0,2,0,1
10496,07/06/2021,09:30:00,0,0,0,0
10496,07/06/2021,09:45:00,0,0,0,0
10496,07/06/2021,10:00:00,6,2,5,1
10496,07/06/2021,10:15:00,2,2,1,2
10496,07/06/2021,10:30:00,0,1,0,1
10496,07/06/2021,10:45:00,2,0,2,0
10496,07/06/2021,11:00:00,5,5,4,4
10496,07/06/2021,11:15:00,0,1,0,1
10496,07/06/2021,11:30:00,4,4,3,3
10496,07/06/2021,11:45:00,1,1,1,1
10496,07/06/2021,12:00:00,2,3,2,2
10496,07/06/2021,12:15:00,5,2,3,2
10496,07/06/2021,12:30:00,0,3,0,3
10496,07/06/2021,12:45:00,2,3,1,1
10496,07/06/2021,13:00:00,1,0,1,0
10496,07/06/2021,13:15:00,3,1,3,1
10496,07/06/2021,13:30:00,1,2,1,2
10496,07/06/2021,13:45:00,5,4,3,2
10496,07/06/2021,14:00:00,1,2,1,2
10496,07/06/2021,14:15:00,4,2,3,1
10496,07/06/2021,14:30:00,0,2,0,2
10496,07/06/2021,14:45:00,3,0,2,0
10496,07/06/2021,15:00:00,4,7,3,6
10496,07/06/2021,15:15:00,2,3,2,2
10496,07/06/2021,15:30:00,1,1,1,1
10496,07/06/2021,15:45:00,2,2,2,2
10496,07/06/2021,16:00:00,1,1,1,1
10496,07/06/2021,16:15:00,0,1,0,1
10496,07/06/2021,16:30:00,2,2,2,1
10496,07/06/2021,16:45:00,0,1,0,1
10496,07/06/2021,17:00:00,2,1,2,1
10496,07/06/2021,17:15:00,0,1,0,1
10496,07/06/2021,17:30:00,0,0,0,0
10496,07/06/2021,17:45:00,1,0,1,0
10496,07/06/2021,18:00:00,1,2,1,2
10496,07/06/2021,18:15:00,1,2,1,2
10496,07/06/2021,18:30:00,0,0,0,0
10496,07/06/2021,18:45:00,0,0,0,0
10496,07/06/2021,19:00:00,0,0,0,0
10496,07/06/2021,19:15:00,1,0,1,0
10496,07/06/2021,19:30:00,0,1,0,1
10496,07/06/2021,19:45:00,0,0,0,0
10496,07/06/2021,20:00:00,0,0,0,0
10500,07/06/2021,09:15:00,0,0,0,0
10500,07/06/2021,09:30:00,0,0,0,0
10500,07/06/2021,09:45:00,0,0,0,0
10500,07/06/2021,10:00:00,0,0,0,0
10500,07/06/2021,10:15:00,0,0,0,0
10500,07/06/2021,10:30:00,3,2,2,1
10500,07/06/2021,10:45:00,3,2,3,2
10500,07/06/2021,11:00:00,3,2,2,2
10500,07/06/2021,11:15:00,3,2,3,1
10500,07/06/2021,11:30:00,3,2,3,2
10500,07/06/2021,11:45:00,1,3,1,3
10500,07/06/2021,12:00:00,0,2,0,2
10500,07/06/2021,12:15:00,0,1,0,1
10500,07/06/2021,12:30:00,0,0,0,0
10500,07/06/2021,12:45:00,0,0,0,0
10500,07/06/2021,13:00:00,7,2,4,2
10500,07/06/2021,13:15:00,4,2,2,1
10500,07/06/2021,13:30:00,6,4,4,2
10500,07/06/2021,13:45:00,5,6,3,4
10500,07/06/2021,14:00:00,2,3,2,2
10500,07/06/2021,14:15:00,0,1,0,1
10500,07/06/2021,14:30:00,0,3,0,2
10500,07/06/2021,14:45:00,5,3,5,1
10500,07/06/2021,15:00:00,6,3,3,3
10500,07/06/2021,15:15:00,1,4,1,3
10500,07/06/2021,15:30:00,1,0,1,0
10500,07/06/2021,15:45:00,1,3,1,1
10500,07/06/2021,16:00:00,2,1,2,1
10500,07/06/2021,16:15:00,6,3,4,3
10500,07/06/2021,16:30:00,2,3,2,3
10500,07/06/2021,16:45:00,4,0,3,0
10500,07/06/2021,17:00:00,1,1,1,1
10500,07/06/2021,17:15:00,1,6,1,4
10500,07/06/2021,17:30:00,4,2,3,2
10500,07/06/2021,17:45:00,5,3,2,2
10500,07/06/2021,18:00:00,0,3,0,3
10500,07/06/2021,18:15:00,0,1,0,1
10500,07/06/2021,18:30:00,2,4,1,1
10500,07/06/2021,18:45:00,0,0,0,0
10500,07/06/2021,19:00:00,0,4,0,2
10500,07/06/2021,19:15:00,1,1,1,1
10500,07/06/2021,19:30:00,0,0,0,0
10500,07/06/2021,19:45:00,0,0,0,0
10500,07/06/2021,20:00:00,0,0,0,0
10500,07/06/2021,20:15:00,0,0,0,0
10501,07/06/2021,09:30:00,0,0,0,0
10501,07/06/2021,09:45:00,0,0,0,0
10501,07/06/2021,10:00:00,2,0,2,0
10501,07/06/2021,10:15:00,0,1,0,1
10501,07/06/2021,10:30:00,1,0,1,0
10501,07/06/2021,10:45:00,3,2,3,2
10501,07/06/2021,11:00:00,1,2,1,2
10501,07/06/2021,11:15:00,0,1,0,1
10501,07/06/2021,11:30:00,1,0,1,0
10501,07/06/2021,11:45:00,1,1,1,1
10501,07/06/2021,12:00:00,1,0,1,0
10501,07/06/2021,12:15:00,0,0,0,0
10501,07/06/2021,12:30:00,0,2,0,2
10501,07/06/2021,12:45:00,1,1,1,1
10501,07/06/2021,13:00:00,0,1,0,1
10501,07/06/2021,13:15:00,0,0,0,0
10501,07/06/2021,13:30:00,0,0,0,0
10501,07/06/2021,13:45:00,1,0,1,0
10501,07/06/2021,14:00:00,0,1,0,1
10501,07/06/2021,14:15:00,0,0,0,0
10501,07/06/2021,14:30:00,3,0,2,0
10501,07/06/2021,14:45:00,0,1,0,1
10501,07/06/2021,15:00:00,1,1,1,1
10501,07/06/2021,15:15:00,0,0,0,0
10501,07/06/2021,15:30:00,0,0,0,0
10501,07/06/2021,15:45:00,0,2,0,1
10501,07/06/2021,16:00:00,1,1,1,1
10501,07/06/2021,16:15:00,2,2,2,2
10501,07/06/2021,16:30:00,0,0,0,0
10501,07/06/2021,16:45:00,1,0,1,0
10501,07/06/2021,17:00:00,2,1,1,1
10501,07/06/2021,17:15:00,1,2,1,1
10501,07/06/2021,17:30:00,2,2,2,2
10501,07/06/2021,17:45:00,1,2,1,2
10501,07/06/2021,18:00:00,0,0,0,0
10503,07/06/2021,09:00:00,0,0,0,0
10503,07/06/2021,09:15:00,0,0,0,0
10503,07/06/2021,09:30:00,0,0,0,0
10503,07/06/2021,09:45:00,0,0,0,0
10503,07/06/2021,10:00:00,7,4,5,3
10503,07/06/2021,10:15:00,3,1,3,1
10503,07/06/2021,10:30:00,2,4,1,3
10503,07/06/2021,10:45:00,0,0,0,0
10503,07/06/2021,11:00:00,2,0,2,0
10503,07/06/2021,11:15:00,3,5,2,3
10503,07/06/2021,11:30:00,2,1,2,1
10503,07/06/2021,11:45:00,2,3,2,3
10503,07/06/2021,12:00:00,3,2,3,2
10503,07/06/2021,12:15:00,0,4,0,4
10503,07/06/2021,12:30:00,0,0,0,0
10503,07/06/2021,12:45:00,4,2,4,2
10503,07/06/2021,13:00:00,2,2,2,2
10503,07/06/2021,13:15:00,0,1,0,1
10503,07/06/2021,13:30:00,5,3,3,2
10503,07/06/2021,13:45:00,4,1,2,1
10503,07/06/2021,14:00:00,1,0,1,0
10503,07/06/2021,14:15:00,0,4,0,2
10503,07/06/2021,14:30:00,2,0,1,0
10503,07/06/2021,14:45:00,2,2,2,1
10503,07/06/2021,15:00:00,4,2,2,2
10503,07/06/2021,15:15:00,4,4,2,3
10503,07/06/2021,15:30:00,0,1,0,1
10503,07/06/2021,15:45:00,0,3,0,1
10503,07/06/2021,16:00:00,2,0,2,0
10503,07/06/2021,16:15:00,4,2,3,2
10503,07/06/2021,16:30:00,1,1,1,1
10503,07/06/2021,16:45:00,7,5,4,4
10503,07/06/2021,17:00:00,1,6,1,3
10503,07/06/2021,17:15:00,0,0,0,0
10503,07/06/2021,17:30:00,0,2,0,1
10503,07/06/2021,17:45:00,1,2,1,1
10503,07/06/2021,18:00:00,2,1,1,1
10503,07/06/2021,18:15:00,1,2,1,1
10503,07/06/2021,18:30:00,0,0,0,0
10503,07/06/2021,18:45:00,0,1,0,1
10503,07/06/2021,19:00:00,1,0,1,0
10503,07/06/2021,19:15:00,4,0,2,0
10503,07/06/2021,19:30:00,0,3,0,2
10503,07/06/2021,19:45:00,0,2,0,1
10503,07/06/2021,20:00:00,0,0,0,0
10523,07/06/2021,08:45:00,0,0,0,0
10523,07/06/2021,09:00:00,0,0,0,0
10523,07/06/2021,09:15:00,0,0,0,0
10523,07/06/2021,09:30:00,0,0,0,0
10523,07/06/2021,09:45:00,1,0,1,0
10523,07/06/2021,10:00:00,0,0,0,0
10523,07/06/2021,10:15:00,0,1,0,1
10523,07/06/2021,10:30:00,0,0,0,0
10523,07/06/2021,10:45:00,1,1,1,1
10523,07/06/2021,11:00:00,0,0,0,0
10523,07/06/2021,11:15:00,1,0,1,0
10523,07/06/2021,11:30:00,3,4,2,3
10523,07/06/2021,11:45:00,0,0,0,0
10523,07/06/2021,12:00:00,1,0,1,0
10523,07/06/2021,12:15:00,1,2,1,2
10523,07/06/2021,12:30:00,0,0,0,0
10523,07/06/2021,12:45:00,1,0,1,0
10523,07/06/2021,13:00:00,0,1,0,1
10523,07/06/2021,13:15:00,0,0,0,0
10523,07/06/2021,13:30:00,1,1,1,1
10523,07/06/2021,13:45:00,1,1,1,1
10523,07/06/2021,14:00:00,0,0,0,0
10523,07/06/2021,14:15:00,0,0,0,0
10523,07/06/2021,14:30:00,2,0,1,0
10523,07/06/2021,14:45:00,0,0,0,0
10523,07/06/2021,15:00:00,2,2,2,1
10523,07/06/2021,15:15:00,0,0,0,0
10523,07/06/2021,15:30:00,1,3,1,3
10523,07/06/2021,15:45:00,3,0,1,0
10523,07/06/2021,16:00:00,6,1,3,1
10523,07/06/2021,16:15:00,1,0,1,0
10523,07/06/2021,16:30:00,0,2,0,2
10523,07/06/2021,16:45:00,0,7,0,2
10523,07/06/2021,17:00:00,0,0,0,0
10523,07/06/2021,17:15:00,0,0,0,0
10523,07/06/2021,17:30:00,0,0,0,0
10523,07/06/2021,17:45:00,0,0,0,0
10523,07/06/2021,18:00:00,1,1,1,1
10523,07/06/2021,18:15:00,0,0,0,0
10523,07/06/2021,18:30:00,2,0,1,0
10523,07/06/2021,18:45:00,0,0,0,0
10523,07/06/2021,19:00:00,0,0,0,0
10523,07/06/2021,19:15:00,1,1,1,1
10523,07/06/2021,19:30:00,0,0,0,0
10523,07/06/2021,19:45:00,0,2,0,1
10523,07/06/2021,20:00:00,0,0,0,0
10523,07/06/2021,20:15:00,0,0,0,0
10524,07/06/2021,08:45:00,0,0,0,0
10524,07/06/2021,09:00:00,4,0,3,0
10524,07/06/2021,09:15:00,0,0,0,0
10524,07/06/2021,09:30:00,1,4,1,3
10524,07/06/2021,09:45:00,1,1,1,1
10524,07/06/2021,10:00:00,0,1,0,1
10524,07/06/2021,10:15:00,0,0,0,0
10524,07/06/2021,10:30:00,0,0,0,0
10524,07/06/2021,10:45:00,0,0,0,0
10524,07/06/2021,11:00:00,1,0,1,0
10524,07/06/2021,11:15:00,0,1,0,1
10524,07/06/2021,11:30:00,3,1,2,1
10524,07/06/2021,11:45:00,0,2,0,1
10524,07/06/2021,12:00:00,3,1,3,1
10524,07/06/2021,12:15:00,3,0,2,0
10524,07/06/2021,12:30:00,1,2,1,2
10524,07/06/2021,12:45:00,0,3,0,2
10524,07/06/2021,13:00:00,3,2,2,2
10524,07/06/2021,13:15:00,3,1,3,1
10524,07/06/2021,13:30:00,0,3,0,2
10524,07/06/2021,13:45:00,0,1,0,1
10524,07/06/2021,14:00:00,0,0,0,0
10524,07/06/2021,14:15:00,1,0,1,0
10524,07/06/2021,14:30:00,3,0,2,0
10524,07/06/2021,14:45:00,0,0,0,0
10524,07/06/2021,15:00:00,0,4,0,3
10524,07/06/2021,15:15:00,0,0,0,0
10524,07/06/2021,15:30:00,2,0,1,0
10524,07/06/2021,15:45:00,1,3,1,2
10524,07/06/2021,16:00:00,5,2,3,1
10524,07/06/2021,16:15:00,1,1,1,1
10524,07/06/2021,16:30:00,1,3,1,2
10524,07/06/2021,16:45:00,0,1,0,1
10524,07/06/2021,17:00:00,2,2,1,1
10524,07/06/2021,17:15:00,0,0,0,0
10524,07/06/2021,17:30:00,0,0,0,0
10524,07/06/2021,17:45:00,2,2,1,1
10524,07/06/2021,18:00:00,0,0,0,0
10524,07/06/2021,18:15:00,0,0,0,0
10524,07/06/2021,18:30:00,0,0,0,0
10524,07/06/2021,18:45:00,2,0,1,0
10524,07/06/2021,19:00:00,0,2,0,1
10524,07/06/2021,19:15:00,0,0,0,0
10524,07/06/2021,19:30:00,0,0,0,0
10524,07/06/2021,19:45:00,0,0,0,0
10524,07/06/2021,20:00:00,0,0,0,0
10543,07/06/2021,09:30:00,0,0,0,0
10543,07/06/2021,09:45:00,3,0,3,0
10543,07/06/2021,10:00:00,3,1,2,1
10543,07/06/2021,10:15:00,1,6,1,5
10543,07/06/2021,10:30:00,2,0,2,0
10543,07/06/2021,10:45:00,0,1,0,1
10543,07/06/2021,11:00:00,0,1,0,1
10543,07/06/2021,11:15:00,2,1,2,1
10543,07/06/2021,11:30:00,1,1,1,1
10543,07/06/2021,11:45:00,0,0,0,0
10543,07/06/2021,12:00:00,1,1,1,1
10543,07/06/2021,12:15:00,0,0,0,0
10543,07/06/2021,12:30:00,0,0,0,0
10543,07/06/2021,12:45:00,2,1,1,1
10543,07/06/2021,13:00:00,3,1,2,1
10543,07/06/2021,13:15:00,2,2,1,1
10543,07/06/2021,13:30:00,0,2,0,1
10543,07/06/2021,13:45:00,1,0,1,0
10543,07/06/2021,14:00:00,2,3,2,2
10543,07/06/2021,14:15:00,6,3,3,2
10543,07/06/2021,14:30:00,0,1,0,1
10543,07/06/2021,14:45:00,0,0,0,0
10543,07/06/2021,15:00:00,1,3,1,2
10543,07/06/2021,15:15:00,1,2,1,1
10543,07/06/2021,15:30:00,2,2,2,2
10543,07/06/2021,15:45:00,1,1,1,1
10543,07/06/2021,16:00:00,0,1,0,1
10543,07/06/2021,16:15:00,0,0,0,0
10543,07/06/2021,16:30:00,0,0,0,0
10543,07/06/2021,16:45:00,4,4,2,2
10543,07/06/2021,17:00:00,1,0,1,0
10543,07/06/2021,17:15:00,1,1,1,1
10543,07/06/2021,17:30:00,0,0,0,0
10543,07/06/2021,17:45:00,0,0,0,0
10543,07/06/2021,18:00:00,0,1,0,1
10543,07/06/2021,18:15:00,0,0,0,0
10543,07/06/2021,18:30:00,0,0,0,0
10543,07/06/2021,18:45:00,2,0,1,0
10543,07/06/2021,19:00:00,1,2,1,1
10543,07/06/2021,19:15:00,0,0,0,0
10543,07/06/2021,19:30:00,1,0,1,0
10543,07/06/2021,19:45:00,0,1,0,1
10543,07/06/2021,20:00:00,0,1,0,1
10543,07/06/2021,20:15:00,0,0,0,0
10543,07/06/2021,20:30:00,0,0,0,0
10547,07/06/2021,09:15:00,0,0,0,0
10547,07/06/2021,09:30:00,0,0,0,0
10547,07/06/2021,09:45:00,0,0,0,0
10547,07/06/2021,10:00:00,3,2,3,2
10547,07/06/2021,10:15:00,7,1,5,1
10547,07/06/2021,10:30:00,0,7,0,5
10547,07/06/2021,10:45:00,1,0,1,0
10547,07/06/2021,11:00:00,2,2,1,1
10547,07/06/2021,11:15:00,0,0,0,0
10547,07/06/2021,11:30:00,3,2,3,2
10547,07/06/2021,11:45:00,2,2,2,2
10547,07/06/2021,12:00:00,2,1,2,1
10547,07/06/2021,12:15:00,0,2,0,2
10547,07/06/2021,12:30:00,0,1,0,1
10547,07/06/2021,12:45:00,3,0,3,0
10547,07/06/2021,13:00:00,0,3,0,3
10547,07/06/2021,13:15:00,1,0,1,0
10547,07/06/2021,13:30:00,0,1,0,1
10547,07/06/2021,13:45:00,0,0,0,0
10547,07/06/2021,14:00:00,1,0,1,0
10547,07/06/2021,14:15:00,2,0,1,0
10547,07/06/2021,14:30:00,2,5,1,3
10547,07/06/2021,14:45:00,2,0,1,0
10547,07/06/2021,15:00:00,4,0,1,0
10547,07/06/2021,15:15:00,0,0,0,0
10547,07/06/2021,15:30:00,0,0,0,0
10547,07/06/2021,15:45:00,1,2,1,1
10547,07/06/2021,16:00:00,1,0,1,0
10547,07/06/2021,16:15:00,0,0,0,0
10547,07/06/2021,16:30:00,2,1,1,1
